Time,Signal
-0.004988,0.4
-0.004984,0.4
-0.00498,0.4
-0.004976,0.0
-0.004972,0.4
-0.004968,0.4
-0.004964,0.4
-0.00496,0.4
-0.004956,0.0
-0.004952,0.4
-0.004948,0.0
-0.004944,0.0
-0.00494,0.0
-0.004936,0.4
-0.004932,0.0
-0.004928,0.4
-0.004924,0.4
-0.00492,0.4
-0.004916,0.0
-0.004912,0.4
-0.004908,0.0
-0.004904,0.4
-0.0049,0.4
-0.004896,0.4
-0.004892,0.4
-0.004888,0.4
-0.004884,0.4
-0.00488,0.4
-0.004876,0.4
-0.004872,0.4
-0.004868,0.0
-0.004864,0.0
-0.00486,0.4
-0.004856,0.0
-0.004852,0.0
-0.004848,0.0
-0.004844,0.4
-0.00484,0.0
-0.004836,0.4
-0.004832,0.0
-0.004828,0.0
-0.004824,0.4
-0.00482,0.0
-0.004816,0.0
-0.004812,0.0
-0.004808,0.0
-0.004804,0.0
-0.0048,0.4
-0.004796,0.4
-0.004792,0.4
-0.004788,0.0
-0.004784,0.0
-0.00478,0.0
-0.004776,0.4
-0.004772,0.0
-0.004768,0.0
-0.004764,0.0
-0.00476,0.4
-0.004756,0.4
-0.004752,0.0
-0.004748,0.0
-0.004744,0.0
-0.00474,0.0
-0.004736,0.4
-0.004732,0.0
-0.004728,0.4
-0.004724,0.0
-0.00472,0.4
-0.004716,0.0
-0.004712,0.0
-0.004708,0.0
-0.004704,0.0
-0.0047,0.4
-0.004696,0.4
-0.004692,0.4
-0.004688,0.0
-0.004684,0.0
-0.00468,0.0
-0.004676,0.4
-0.004672,0.4
-0.004668,0.4
-0.004664,0.4
-0.00466,0.4
-0.004656,0.0
-0.004652,0.0
-0.004648,0.4
-0.004644,0.0
-0.00464,0.0
-0.004636,0.0
-0.004632,0.0
-0.004628,0.0
-0.004624,0.4
-0.00462,0.0
-0.004616,0.0
-0.004612,0.0
-0.004608,0.4
-0.004604,0.4
-0.0046,0.4
-0.004596,0.0
-0.004592,0.0
-0.004588,0.4
-0.004584,0.0
-0.00458,0.0
-0.004576,0.4
-0.004572,0.4
-0.004568,0.4
-0.004564,0.4
-0.00456,0.0
-0.004556,0.0
-0.004552,0.0
-0.004548,0.4
-0.004544,0.0
-0.00454,0.0
-0.004536,0.0
-0.004532,0.0
-0.004528,0.4
-0.004524,0.4
-0.00452,0.0
-0.004516,0.0
-0.004512,0.0
-0.004508,0.4
-0.004504,0.0
-0.0045,0.4
-0.004496,0.4
-0.004492,0.0
-0.004488,0.0
-0.004484,0.0
-0.00448,0.0
-0.004476,0.0
-0.004472,0.4
-0.004468,0.0
-0.004464,0.0
-0.00446,0.0
-0.004456,0.0
-0.004452,0.0
-0.004448,0.4
-0.004444,0.4
-0.00444,0.4
-0.004436,0.0
-0.004432,0.4
-0.004428,0.0
-0.004424,0.4
-0.00442,0.4
-0.004416,0.4
-0.004412,0.4
-0.004408,0.0
-0.004404,0.4
-0.0044,0.4
-0.004396,0.4
-0.004392,0.4
-0.004388,0.4
-0.004384,0.4
-0.00438,0.4
-0.004376,0.4
-0.004372,0.4
-0.004368,0.4
-0.004364,0.4
-0.00436,0.4
-0.004356,0.4
-0.004352,0.4
-0.004348,0.4
-0.004344,0.4
-0.00434,0.4
-0.004336,0.4
-0.004332,0.4
-0.004328,0.4
-0.004324,0.4
-0.00432,0.4
-0.004316,0.4
-0.004312,0.4
-0.004308,0.4
-0.004304,0.4
-0.0043,0.4
-0.004296,0.4
-0.004292,0.4
-0.004288,0.4
-0.004284,0.4
-0.00428,0.4
-0.004276,0.4
-0.004272,0.4
-0.004268,0.4
-0.004264,0.4
-0.00426,0.4
-0.004256,0.4
-0.004252,0.4
-0.004248,0.4
-0.004244,0.4
-0.00424,0.4
-0.004236,0.8
-0.004232,0.8
-0.004228,0.4
-0.004224,0.8
-0.00422,0.4
-0.004216,0.4
-0.004212,0.4
-0.004208,0.4
-0.004204,0.4
-0.0042,0.4
-0.004196,0.4
-0.004192,0.8
-0.004188,0.4
-0.004184,0.4
-0.00418,0.8
-0.004176,0.4
-0.004172,0.4
-0.004168,0.4
