Time,Signal
-0.004988,-3.2
-0.004984,-3.2
-0.00498,-3.2
-0.004976,-2.8
-0.004972,-2.8
-0.004968,-2.8
-0.004964,-2.8
-0.00496,-3.2
-0.004956,-2.8
-0.004952,-3.2
-0.004948,-2.8
-0.004944,-2.8
-0.00494,-3.2
-0.004936,-2.8
-0.004932,-3.2
-0.004928,-2.8
-0.004924,-2.8
-0.00492,-2.8
-0.004916,-2.8
-0.004912,-2.8
-0.004908,-2.8
-0.004904,-2.8
-0.0049,-2.8
-0.004896,-2.8
-0.004892,-2.4
-0.004888,-2.8
-0.004884,-3.2
-0.00488,-2.8
-0.004876,-2.8
-0.004872,-2.8
-0.004868,-3.2
-0.004864,-2.8
-0.00486,-2.4
-0.004856,-2.8
-0.004852,-2.8
-0.004848,-2.8
-0.004844,-2.4
-0.00484,-3.2
-0.004836,-2.4
-0.004832,-2.4
-0.004828,-2.8
-0.004824,-2.8
-0.00482,-3.2
-0.004816,-2.8
-0.004812,-2.8
-0.004808,-2.4
-0.004804,-2.8
-0.0048,-2.4
-0.004796,-2.4
-0.004792,-2.8
-0.004788,-2.4
-0.004784,-2.4
-0.00478,-2.8
-0.004776,-2.4
-0.004772,-2.4
-0.004768,-2.4
-0.004764,-2.8
-0.00476,-2.4
-0.004756,-2.8
-0.004752,-2.4
-0.004748,-2.4
-0.004744,-2.4
-0.00474,-2.8
-0.004736,-2.4
-0.004732,-2.4
-0.004728,-2.4
-0.004724,-2.4
-0.00472,-2.4
-0.004716,-2.4
-0.004712,-2.4
-0.004708,-2.4
-0.004704,-2.4
-0.0047,-2.4
-0.004696,-2.4
-0.004692,-2.4
-0.004688,-2.0
-0.004684,-2.0
-0.00468,-2.0
-0.004676,-2.4
-0.004672,-2.4
-0.004668,-2.0
-0.004664,-2.0
-0.00466,-2.0
-0.004656,-2.4
-0.004652,-2.4
-0.004648,-2.0
-0.004644,-2.0
-0.00464,-2.0
-0.004636,-2.0
-0.004632,-2.0
-0.004628,-2.4
-0.004624,-2.0
-0.00462,-2.0
-0.004616,-2.0
-0.004612,-2.0
-0.004608,-2.0
-0.004604,-2.0
-0.0046,-2.0
-0.004596,-2.0
-0.004592,-2.0
-0.004588,-1.6
-0.004584,-1.6
-0.00458,-2.0
-0.004576,-1.6
-0.004572,-1.6
-0.004568,-1.6
-0.004564,-2.0
-0.00456,-2.0
-0.004556,-1.6
-0.004552,-2.0
-0.004548,-1.6
-0.004544,-1.6
-0.00454,-2.0
-0.004536,-1.6
-0.004532,-1.6
-0.004528,-1.6
-0.004524,-1.6
-0.00452,-1.6
-0.004516,-2.0
-0.004512,-1.6
-0.004508,-1.6
-0.004504,-1.6
-0.0045,-1.6
-0.004496,-1.6
-0.004492,-1.2
-0.004488,-1.6
-0.004484,-1.6
-0.00448,-1.6
-0.004476,-1.2
-0.004472,-1.2
-0.004468,-1.6
-0.004464,-1.6
-0.00446,-1.2
-0.004456,-1.6
-0.004452,-1.2
-0.004448,-1.6
-0.004444,-1.2
-0.00444,-1.2
-0.004436,-1.2
-0.004432,-1.2
-0.004428,-1.2
-0.004424,-1.2
-0.00442,-1.2
-0.004416,-1.2
-0.004412,-1.2
-0.004408,-0.8
-0.004404,-1.2
-0.0044,-1.2
-0.004396,-1.2
-0.004392,-1.2
-0.004388,-0.8
-0.004384,-0.8
-0.00438,-0.8
-0.004376,-0.8
-0.004372,-0.8
-0.004368,-0.8
-0.004364,-0.8
-0.00436,-1.2
-0.004356,-0.8
-0.004352,-0.8
-0.004348,-0.8
-0.004344,-0.8
-0.00434,-0.8
-0.004336,-0.8
-0.004332,-0.8
-0.004328,-0.8
-0.004324,-0.8
-0.00432,-0.4
-0.004316,-0.4
-0.004312,-0.8
-0.004308,-0.8
-0.004304,-0.4
-0.0043,-0.4
-0.004296,-0.4
-0.004292,-0.4
-0.004288,-0.8
-0.004284,-0.4
-0.00428,-0.4
-0.004276,-0.4
-0.004272,-0.8
-0.004268,-0.4
-0.004264,-0.4
-0.00426,-0.4
-0.004256,-0.4
-0.004252,-0.4
-0.004248,-0.4
-0.004244,-0.4
-0.00424,-0.4
-0.004236,-0.4
-0.004232,-0.4
-0.004228,-0.4
-0.004224,-0.4
-0.00422,-0.4
-0.004216,-0.4
-0.004212,-0.4
-0.004208,-0.4
-0.004204,-0.4
-0.0042,-0.4
-0.004196,-0.4
-0.004192,0.0
-0.004188,-0.4
-0.004184,-0.4
-0.00418,0.0
-0.004176,0.0
-0.004172,-0.4
-0.004168,0.0
-0.004164,0.0
-0.00416,-0.4
-0.004156,-0.4
-0.004152,0.0
-0.004148,-0.4
-0.004144,0.0
-0.00414,0.0
-0.004136,0.0
-0.004132,0.0
-0.004128,0.0
-0.004124,0.0
-0.00412,-0.4
-0.004116,0.0
-0.004112,0.0
-0.004108,0.0
-0.004104,0.0
-0.0041,0.0
-0.004096,0.0
-0.004092,0.0
-0.004088,0.0
-0.004084,0.0
-0.00408,0.4
-0.004076,0.0
-0.004072,0.0
-0.004068,-0.4
-0.004064,0.0
-0.00406,0.4
-0.004056,0.0
-0.004052,0.0
-0.004048,0.0
-0.004044,0.4
-0.00404,0.4
-0.004036,0.4
-0.004032,0.4
-0.004028,0.4
-0.004024,0.4
-0.00402,0.4
-0.004016,0.4
-0.004012,0.4
-0.004008,0.4
-0.004004,0.0
-0.004,0.4
-0.003996,0.4
-0.003992,0.4
-0.003988,0.4
-0.003984,0.4
-0.00398,0.4
-0.003976,0.4
-0.003972,0.0
-0.003968,0.4
-0.003964,0.4
-0.00396,0.4
-0.003956,0.4
-0.003952,0.4
-0.003948,0.4
-0.003944,0.4
-0.00394,0.4
-0.003936,0.4
-0.003932,0.4
-0.003928,0.4
-0.003924,0.4
-0.00392,0.4
-0.003916,0.4
-0.003912,0.4
-0.003908,0.4
-0.003904,0.4
-0.0039,0.0
-0.003896,0.4
-0.003892,0.4
-0.003888,0.4
-0.003884,0.4
-0.00388,0.4
-0.003876,0.4
-0.003872,0.4
-0.003868,0.4
-0.003864,0.4
-0.00386,0.4
-0.003856,0.4
-0.003852,0.4
-0.003848,0.4
-0.003844,0.4
-0.00384,0.4
-0.003836,0.4
-0.003832,0.4
-0.003828,0.4
-0.003824,0.4
-0.00382,0.4
-0.003816,0.4
-0.003812,0.4
-0.003808,0.4
-0.003804,0.4
-0.0038,0.4
-0.003796,0.4
-0.003792,0.4
-0.003788,0.4
-0.003784,0.4
-0.00378,0.8
-0.003776,0.4
-0.003772,0.4
-0.003768,0.4
-0.003764,0.4
-0.00376,0.4
-0.003756,0.4
-0.003752,0.4
-0.003748,0.8
-0.003744,0.4
-0.00374,0.4
-0.003736,0.4
-0.003732,0.4
-0.003728,0.4
-0.003724,0.4
-0.00372,0.4
-0.003716,0.4
-0.003712,0.4
-0.003708,0.4
-0.003704,0.4
-0.0037,0.4
-0.003696,0.8
-0.003692,0.4
-0.003688,0.4
-0.003684,0.4
-0.00368,0.4
-0.003676,0.4
-0.003672,0.4
-0.003668,0.4
-0.003664,0.4
-0.00366,0.4
-0.003656,0.4
-0.003652,0.8
-0.003648,0.4
-0.003644,0.4
-0.00364,0.4
-0.003636,0.4
-0.003632,0.4
-0.003628,0.4
-0.003624,0.4
-0.00362,0.4
-0.003616,0.4
-0.003612,0.4
-0.003608,0.4
-0.003604,0.4
-0.0036,0.4
-0.003596,0.4
-0.003592,0.4
-0.003588,0.4
-0.003584,0.4
-0.00358,0.4
-0.003576,0.4
-0.003572,0.4
-0.003568,0.0
-0.003564,0.4
-0.00356,0.0
-0.003556,0.0
-0.003552,0.4
-0.003548,0.4
-0.003544,0.4
-0.00354,0.4
-0.003536,0.4
-0.003532,0.4
-0.003528,0.4
-0.003524,0.0
-0.00352,0.4
-0.003516,0.4
-0.003512,0.4
-0.003508,0.4
-0.003504,0.0
-0.0035,0.4
-0.003496,0.4
-0.003492,0.4
-0.003488,0.0
-0.003484,0.4
-0.00348,0.4
-0.003476,0.0
-0.003472,0.4
-0.003468,0.0
-0.003464,0.0
-0.00346,0.4
-0.003456,0.0
-0.003452,0.4
-0.003448,0.0
-0.003444,0.0
-0.00344,0.0
-0.003436,0.4
-0.003432,0.4
-0.003428,0.0
-0.003424,0.4
-0.00342,0.0
-0.003416,0.0
-0.003412,0.0
-0.003408,0.0
-0.003404,0.0
-0.0034,0.0
-0.003396,0.0
-0.003392,0.0
-0.003388,0.0
-0.003384,0.0
-0.00338,0.0
-0.003376,0.0
-0.003372,0.4
-0.003368,0.0
-0.003364,0.0
-0.00336,0.4
-0.003356,0.0
-0.003352,0.0
-0.003348,0.0
-0.003344,0.0
-0.00334,0.0
-0.003336,-0.4
-0.003332,-0.4
-0.003328,0.0
-0.003324,0.0
-0.00332,0.0
-0.003316,-0.4
-0.003312,-0.4
-0.003308,-0.4
-0.003304,0.0
-0.0033,0.0
-0.003296,-0.4
-0.003292,0.0
-0.003288,0.0
-0.003284,0.0
-0.00328,-0.4
-0.003276,0.0
-0.003272,-0.4
-0.003268,-0.4
-0.003264,-0.4
-0.00326,0.0
-0.003256,-0.4
-0.003252,0.0
-0.003248,0.0
-0.003244,0.0
-0.00324,-0.4
-0.003236,0.0
-0.003232,-0.4
-0.003228,0.0
-0.003224,-0.4
-0.00322,-0.4
-0.003216,-0.4
-0.003212,-0.4
-0.003208,-0.4
-0.003204,-0.4
-0.0032,-0.4
-0.003196,-0.4
-0.003192,-0.4
-0.003188,-0.4
-0.003184,-0.4
-0.00318,-0.4
-0.003176,-0.4
-0.003172,-0.4
-0.003168,-0.4
-0.003164,-0.4
-0.00316,-0.4
-0.003156,0.0
-0.003152,0.0
-0.003148,-0.4
-0.003144,-0.4
-0.00314,-0.4
-0.003136,-0.4
-0.003132,-0.4
-0.003128,-0.4
-0.003124,-0.4
-0.00312,-0.4
-0.003116,-0.4
-0.003112,-0.4
-0.003108,-0.4
-0.003104,-0.4
-0.0031,-0.4
-0.003096,-0.4
-0.003092,-0.4
-0.003088,-0.4
-0.003084,-0.4
-0.00308,-0.4
-0.003076,-0.4
-0.003072,-0.4
-0.003068,-0.4
-0.003064,-0.4
-0.00306,-0.4
-0.003056,-0.4
-0.003052,-0.4
-0.003048,-0.4
