Path Difference (micrometers),Noise
-2.9999999999177334,-0.0082508082763664
-2.9959959959137294,-0.03092893663391831
-2.9919919919097255,0.12017339171398743
-2.987987987905721,0.15477800922010954
-2.9839839839017173,-0.015718582845677006
-2.9799799798977133,-0.21304804014716763
-2.9759759758937094,0.0020196768182410263
-2.9719719718897055,0.05022250744850115
-2.9679679678857016,-0.2766633775697003
-2.9639639638816973,0.11634530371549179
-2.9599599598776933,-0.07495658855577585
-2.9559559558736894,0.06479656566839151
-2.9519519518696855,-0.012589084689264854
-2.9479479478656816,0.12136044227757233
-2.9439439438616772,0.04308741083392264
-2.939939939857673,-0.2298720767055088
-2.935935935853669,0.02729943255109888
-2.931931931849665,0.08559270397959227
-2.927927927845661,-0.09585693610803864
-2.9239239238416572,0.0209236585136794
-2.919919919837653,-0.16718845022850684
-2.915915915833649,-0.07329877858977467
-2.911911911829645,-0.11770750101093193
-2.907907907825641,-0.007012657689015008
-2.903903903821637,-0.08024318891939854
-2.899899899817633,-0.15275435684501582
-2.895895895813629,-0.0745068336462844
-2.891891891809625,0.023867413985945957
-2.887887887805621,0.05634412002671631
-2.883883883801617,-0.016325150607254757
-2.8798798797976133,0.08555595667174798
-2.875875875793609,0.1415466329523217
-2.871871871789605,0.07523731072409683
-2.867867867785601,-0.15684287480512205
-2.863863863781597,-0.07759124665508939
-2.8598598597775933,0.04703384938228623
-2.855855855773589,0.031274878002595305
-2.851851851769585,-0.15834148934803874
-2.847847847765581,0.114019647054397
-2.843843843761577,0.015574770033039538
-2.8398398397575733,0.2000881341137308
-2.8358358357535693,-0.05883003255336109
-2.831831831749565,-0.11058611765682738
-2.827827827745561,-0.04276656142549459
-2.823823823741557,0.03854467773158315
-2.8198198197375532,-0.07714725963022706
-2.8158158157335493,-0.1839282546417429
-2.811811811729545,0.09551432570764791
-2.807807807725541,-0.0018605092452632453
-2.803803803721537,-0.13982724450427533
-2.7997997997175332,-0.10405214405861091
-2.7957957957135293,-0.10141509909249649
-2.7917917917095254,0.07263785609578316
